ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
-2.706849732755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706848920755522791e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706848109755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706847299755522981e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706846490755523089e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706845682755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706844875755522866e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706844069755523000e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706843264755522832e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706842460755522829e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706841657755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706840855755522847e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706840054755522870e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706839254755523056e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706838455755522940e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706837657755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706836860755523201e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706836064755523112e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706835269755523186e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706834475755522959e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706833682755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706832890755522996e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706832099755523261e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706831309755523223e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706830520755522884e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706829732755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706828945755523164e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706828159755522851e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706827374755523168e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706826590755523182e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706825807755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706825025755523238e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706824244755522814e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706823464755523019e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706822685755522922e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706821907755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706821130755523220e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706820354755523149e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706819579755523242e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706818805755523033e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706818032755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706817260755523108e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706816489755522925e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706815719755522907e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706814950755523052e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706814182755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706813415755522903e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706812649755523074e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706811884755522944e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706811120755522978e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706810357755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706809595755523071e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706808834755523130e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706808074755522888e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706807315755522810e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706806557755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706805800755523145e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706805044755523093e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706804289755523205e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706803535755523015e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706802782755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706802030755523127e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706801279755522963e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706800529755522963e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706799780755523127e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706799032755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706798285755523015e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706797539755523205e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706796794755523093e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706796050755523145e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706795307755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706794565755522810e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706793824755522888e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706793084755523130e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706792345755523071e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706791607755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706790870755522978e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706790134755522944e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706789399755523074e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706788665755522903e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706787932755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706787200755523052e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706786469755522907e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706785739755522925e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706785010755523108e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706784282755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706783555755523033e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706782829755523242e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706782104755523149e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706781380755523220e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706780657755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706779935755522922e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706779214755523019e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706778494755522814e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706777775755523238e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706777057755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706776340755523182e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706775624755523168e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706774909755522851e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706774195755523164e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706773482755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706772770755522884e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706772059755523223e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706771349755523261e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706770640755522996e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706769932755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706769225755522959e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706768519755523186e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706767814755523112e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706767110755523201e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706766407755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706765705755522940e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706765004755523056e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706764304755522870e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706763605755522847e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706762907755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706762210755522829e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706761514755522832e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706760819755523000e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706760125755522866e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706759432755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706758740755523089e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706758049755522981e+06,4.688711955664515495e+06,3.360431434122325853e+06
