ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
2.446897796202118158e+01,2.165109846022772544e+01,3.784753251734257873e+01
2.452382992881209844e+01,2.158894885498257921e+01,3.784753251734257873e+01
2.457869819918538212e+01,2.152646143409815238e+01,3.784753251734257873e+01
2.463356353605066573e+01,2.146365520026140672e+01,3.784753251734257873e+01
2.468840862745269504e+01,2.140054734076381493e+01,3.784753251734257873e+01
2.474321789079496980e+01,2.133715340548024741e+01,3.784753251734257873e+01
2.479797729689109786e+01,2.127348746734364937e+01,3.784753251734257873e+01
2.485267421185170633e+01,2.120956226705103376e+01,3.784753251734257873e+01
2.490729725501204328e+01,2.114538934356194844e+01,3.784753251734257873e+01
2.496183617128407661e+01,2.108097915179292059e+01,3.784753251734257873e+01
2.501628171647728038e+01,2.101634116877146496e+01,3.784753251734257873e+01
2.507062555427807027e+01,2.095148398938684053e+01,3.784753251734257873e+01
2.512486016370869635e+01,2.088641541276141211e+01,3.784753251734257873e+01
2.517897875600478841e+01,2.082114252016477352e+01,3.784753251734257873e+01
2.523297519995698579e+01,2.075567174530155867e+01,3.784753251734257873e+01
2.528684395485853642e+01,2.069000893772131633e+01,3.784753251734257873e+01
2.534058001028677864e+01,2.062415942002504465e+01,3.784753251734257873e+01
2.539417883202442994e+01,2.055812803947665302e+01,3.784753251734257873e+01
2.544763631349696098e+01,2.049191921456710475e+01,3.784753251734257873e+01
2.550094873216489688e+01,2.042553697702587456e+01,3.784753251734257873e+01
2.555411271036704335e+01,2.035898500972509595e+01,3.784753251734257873e+01
2.560712518016174144e+01,2.029226668087821395e+01,3.784753251734257873e+01
2.565998335175870437e+01,2.022538507489584703e+01,3.784753251734257873e+01
2.571268468517588701e+01,2.015834302022552293e+01,3.784753251734257873e+01
2.576522686479255597e+01,2.009114311447025258e+01,3.784753251734257873e+01
2.581760777650339378e+01,2.002378774705188036e+01,3.784753251734257873e+01
2.586982548720814634e+01,1.995627911965928902e+01,3.784753251734257873e+01
2.592187822639881034e+01,1.988861926469771646e+01,3.784753251734257873e+01
2.597376436962997914e+01,1.982081006193475048e+01,3.784753251734257873e+01
2.602548242368040832e+01,1.975285325351898891e+01,3.784753251734257873e+01
2.607703101323282979e+01,1.968475045753048747e+01,3.784753251734257873e+01
2.612840886891714831e+01,1.961650318020633676e+01,3.784753251734257873e+01
2.617961481657761524e+01,1.954811282697088259e+01,3.784753251734257873e+01
2.623064776763897754e+01,1.947958071238726774e+01,3.784753251734257873e+01
2.628150671045914777e+01,1.941090806913588196e+01,3.784753251734257873e+01
2.633219070256771488e+01,1.934209605611449945e+01,3.784753251734257873e+01
2.638269886369956296e+01,1.927314576574617178e+01,3.784753251734257873e+01
2.643303036954240781e+01,1.920405823057205907e+01,3.784753251734257873e+01
2.648318444612507605e+01,1.913483442919934419e+01,3.784753251734257873e+01
2.653316036478107165e+01,1.906547529166699206e+01,3.784753251734257873e+01
2.658295743762859331e+01,1.899598170428631150e+01,3.784753251734257873e+01
2.663257501351402112e+01,1.892635451400776958e+01,3.784753251734257873e+01
2.668201247437153256e+01,1.885659453236017313e+01,3.784753251734257873e+01
2.673126923195617977e+01,1.878670253900419596e+01,3.784753251734257873e+01
2.678034472491224705e+01,1.871667928493776856e+01,3.784753251734257873e+01
2.682923841614250549e+01,1.864652549538751813e+01,3.784753251734257873e+01
2.687794979044749866e+01,1.857624187241695424e+01,3.784753251734257873e+01
2.692647835240734722e+01,1.850582909727884129e+01,3.784753251734257873e+01
2.697482362448105420e+01,1.843528783253715275e+01,3.784753251734257873e+01
2.702298514530109586e+01,1.836461872398090378e+01,3.784753251734257873e+01
2.707096246814330698e+01,1.829382240235019808e+01,3.784753251734257873e+01
2.711875515955405191e+01,1.822289948489301992e+01,3.784753251734257873e+01
2.716636279811853782e+01,1.815185057676916003e+01,3.784753251734257873e+01
2.721378497335584967e+01,1.808067627231639207e+01,3.784753251734257873e+01
2.726102128472768626e+01,1.800937715619220469e+01,3.784753251734257873e+01
2.730807134074914089e+01,1.793795380440336373e+01,3.784753251734257873e+01
2.735493475819097497e+01,1.786640678523437487e+01,3.784753251734257873e+01
2.740161116136420816e+01,1.779473666008447097e+01,3.784753251734257873e+01
2.744810018147830633e+01,1.772294398422238260e+01,3.784753251734257873e+01
2.749440145606562780e+01,1.765102930746674659e+01,3.784753251734257873e+01
2.754051462846522469e+01,1.757899317479948209e+01,3.784753251734257873e+01
2.758643934735987813e+01,1.750683612691877400e+01,3.784753251734257873e+01
2.763217526636107735e+01,1.743455870073735881e+01,3.784753251734257873e+01
2.767772204363672373e+01,1.736216142983181498e+01,3.784753251734257873e+01
2.772307934157749187e+01,1.728964484484724906e+01,3.784753251734257873e+01
2.776824682649760945e+01,1.721700947386215219e+01,3.784753251734257873e+01
2.781322416836670541e+01,1.714425584271699421e+01,3.784753251734257873e+01
2.785801104056940858e+01,1.707138447531033165e+01,3.784753251734257873e+01
2.790260711968992879e+01,1.699839589386547090e+01,3.784753251734257873e+01
2.794701208531899539e+01,1.692529061917069910e+01,3.784753251734257873e+01
2.799122561988091462e+01,1.685206917079549527e+01,3.784753251734257873e+01
2.803524740847860386e+01,1.677873206728528288e+01,3.784753251734257873e+01
2.807907713875477995e+01,1.670527982633671371e+01,3.784753251734257873e+01
2.812271450076772439e+01,1.663171296495531237e+01,3.784753251734257873e+01
2.816615918687991993e+01,1.655803199959746763e+01,3.784753251734257873e+01
2.820941089165851423e+01,1.648423744629795706e+01,3.784753251734257873e+01
2.825246931178610765e+01,1.641032982078477431e+01,3.784753251734257873e+01
2.829533414598102325e+01,1.633630963858220753e+01,3.784753251734257873e+01
2.833800509492596831e+01,1.626217741510353676e+01,3.784753251734257873e+01
2.838048186120424177e+01,1.618793366573420300e+01,3.784753251734257873e+01
2.842276414924271322e+01,1.611357890590656083e+01,3.784753251734257873e+01
2.846485166526089827e+01,1.603911365116686838e+01,3.784753251734257873e+01
2.850674411722550161e+01,1.596453841723533706e+01,3.784753251734257873e+01
2.854844121480976327e+01,1.588985372006000851e+01,3.784753251734257873e+01
2.858994266935729556e+01,1.581506007586492402e+01,3.784753251734257873e+01
2.863124819384978181e+01,1.574015800119323139e+01,3.784753251734257873e+01
2.867235750287822071e+01,1.566514801294569992e+01,3.784753251734257873e+01
2.871327031261733254e+01,1.559003062841513199e+01,3.784753251734257873e+01
2.875398634080279692e+01,1.551480636531696788e+01,3.784753251734257873e+01
2.879450530671102015e+01,1.543947574181664528e+01,3.784753251734257873e+01
2.883482693114120821e+01,1.536403927655378787e+01,3.784753251734257873e+01
2.887495093639945054e+01,1.528849748866376324e+01,3.784753251734257873e+01
2.891487704628467270e+01,1.521285089779668454e+01,3.784753251734257873e+01
2.895460498607616273e+01,1.513710002413431610e+01,3.784753251734257873e+01
2.899413448252264303e+01,1.506124538840481186e+01,3.784753251734257873e+01
2.903346526383261406e+01,1.498528751189574670e+01,3.784753251734257873e+01
2.907259705966591667e+01,1.490922691646546561e+01,3.784753251734257873e+01
2.911152960112629984e+01,1.483306412455299039e+01,3.784753251734257873e+01
2.915026262075495112e+01,1.475679965918661907e+01,3.784753251734257873e+01
2.918879585252492248e+01,1.468043404399126040e+01,3.784753251734257873e+01
2.922712903183626665e+01,1.460396780319469912e+01,3.784753251734257873e+01
2.926526189551187329e+01,1.452740146163292678e+01,3.784753251734257873e+01
2.930319418179392699e+01,1.445073554475454358e+01,3.784753251734257873e+01
2.934092563034083412e+01,1.437397057862447447e+01,3.784753251734257873e+01
2.937845598222477506e+01,1.429710708992679713e+01,3.784753251734257873e+01
2.941578497992956542e+01,1.422014560596704946e+01,3.784753251734257873e+01
2.945291236734897566e+01,1.414308665467391357e+01,3.784753251734257873e+01
2.948983788978539877e+01,1.406593076460037750e+01,3.784753251734257873e+01
2.952656129394876672e+01,1.398867846492442624e+01,3.784753251734257873e+01
2.956308232795584345e+01,1.391133028544928862e+01,3.784753251734257873e+01
2.959940074132969912e+01,1.383388675660331835e+01,3.784753251734257873e+01
2.963551628499939028e+01,1.375634840943953741e+01,3.784753251734257873e+01
2.967142871129993154e+01,1.367871577563477992e+01,3.784753251734257873e+01
2.970713777397234168e+01,1.360098938748867070e+01,3.784753251734257873e+01
2.974264322816390305e+01,1.352316977792225039e+01,3.784753251734257873e+01
2.977794483042852747e+01,1.344525748047647262e+01,3.784753251734257873e+01
2.981304233872729981e+01,1.336725302931036019e+01,3.784753251734257873e+01
2.984793551242907483e+01,1.328915695919906526e+01,3.784753251734257873e+01
2.988262411231119486e+01,1.321096980553174483e+01,3.784753251734257873e+01
2.991710790056031044e+01,1.313269210430921952e+01,3.784753251734257873e+01
2.995138664077325785e+01,1.305432439214159501e+01,3.784753251734257873e+01
2.998546009795801126e+01,1.297586720624565793e+01,3.784753251734257873e+01
3.001932803853468457e+01,1.289732108444226277e+01,3.784753251734257873e+01
3.005299023033660077e+01,1.281868656515348448e+01,3.784753251734257873e+01
3.008644644261139689e+01,1.273996418739981173e+01,3.784753251734257873e+01
3.011969644602218565e+01,1.266115449079712718e+01,3.784753251734257873e+01
3.015274001264872439e+01,1.258225801555374268e+01,3.784753251734257873e+01
3.018557691598865134e+01,1.250327530246721786e+01,3.784753251734257873e+01
3.021820693095870425e+01,1.242420689292129765e+01,3.784753251734257873e+01
3.025062983389599935e+01,1.234505332888258522e+01,3.784753251734257873e+01
3.028284540255932811e+01,1.226581515289730362e+01,3.784753251734257873e+01
3.031485341613041484e+01,1.218649290808802732e+01,3.784753251734257873e+01
3.034665365521527391e+01,1.210708713815025028e+01,3.784753251734257873e+01
3.037824590184551354e+01,1.202759838734898779e+01,3.784753251734257873e+01
3.040962993947967874e+01,1.194802720051535516e+01,3.784753251734257873e+01
3.044080555300458002e+01,1.186837412304310391e+01,3.784753251734257873e+01
3.047177252873664344e+01,1.178863970088510804e+01,3.784753251734257873e+01
3.050253065442326417e+01,1.170882448054982206e+01,3.784753251734257873e+01
3.053307971924416364e+01,1.162892900909772109e+01,3.784753251734257873e+01
3.056341951381271826e+01,1.154895383413777843e+01,3.784753251734257873e+01
3.059354983017735208e+01,1.146889950382376355e+01,3.784753251734257873e+01
3.062347046182283705e+01,1.138876656685077471e+01,3.784753251734257873e+01
3.065318120367167509e+01,1.130855557245146592e+01,3.784753251734257873e+01
3.068268185208545873e+01,1.122826707039244454e+01,3.784753251734257873e+01
3.071197220486616786e+01,1.114790161097063503e+01,3.784753251734257873e+01
3.074105206125753398e+01,1.106745974500958063e+01,3.784753251734257873e+01
3.076992122194638313e+01,1.098694202385574492e+01,3.784753251734257873e+01
3.079857948906394327e+01,1.090634899937478508e+01,3.784753251734257873e+01
3.082702666618718013e+01,1.082568122394790322e+01,3.784753251734257873e+01
3.085526255834011167e+01,1.074493925046802723e+01,3.784753251734257873e+01
3.088328697199510131e+01,1.066412363233619232e+01,3.784753251734257873e+01
3.091109971507419019e+01,1.058323492345767036e+01,3.784753251734257873e+01
3.093870059695035124e+01,1.050227367823832836e+01,3.784753251734257873e+01
3.096608942844881440e+01,1.042124045158081991e+01,3.784753251734257873e+01
3.099326602184831714e+01,1.034013579888080336e+01,3.784753251734257873e+01
3.102023019088240119e+01,1.025896027602319371e+01,3.784753251734257873e+01
3.104698175074064537e+01,1.017771443937837716e+01,3.784753251734257873e+01
3.107352051806994808e+01,1.009639884579842040e+01,3.784753251734257873e+01
3.109984631097576013e+01,1.001501405261326028e+01,3.784753251734257873e+01
3.112595894902331040e+01,9.933560617626961076e+00,3.784753251734257873e+01
3.115185825323885638e+01,9.852039099113833132e+00,3.784753251734257873e+01
3.117754404611088859e+01,9.770450055814693613e+00,3.784753251734257873e+01
3.120301615159132425e+01,9.688794046933006499e+00,3.784753251734257873e+01
3.122827439509675429e+01,9.607071632131102490e+00,3.784753251734257873e+01
3.125331860350958735e+01,9.525283371526288789e+00,3.784753251734257873e+01
3.127814860517925055e+01,9.443429825687120527e+00,3.784753251734257873e+01
3.130276422992335483e+01,9.361511555629505210e+00,3.784753251734257873e+01
3.132716530902887087e+01,9.279529122812849806e+00,3.784753251734257873e+01
3.135135167525326594e+01,9.197483089136278878e+00,3.784753251734257873e+01
3.137532316282566214e+01,9.115374016934746138e+00,3.784753251734257873e+01
3.139907960744795545e+01,9.033202468975208177e+00,3.784753251734257873e+01
3.142262084629593133e+01,8.950969008452771547e+00,3.784753251734257873e+01
3.144594671802042640e+01,8.868674198986804313e+00,3.784753251734257873e+01
3.146905706274835524e+01,8.786318604617154193e+00,3.784753251734257873e+01
3.149195172208388271e+01,8.703902789800196160e+00,3.784753251734257873e+01
3.151463053910945789e+01,8.621427319405027490e+00,3.784753251734257873e+01
3.153709335838688688e+01,8.538892758709611286e+00,3.784753251734257873e+01
3.155934002595843779e+01,8.456299673396836525e+00,3.784753251734257873e+01
3.158137038934784613e+01,8.373648629550736189e+00,3.784753251734257873e+01
3.160318429756139480e+01,8.290940193652501122e+00,3.784753251734257873e+01
3.162478160108893377e+01,8.208174932576708827e+00,3.784753251734257873e+01
3.164616215190489612e+01,8.125353413587358631e+00,3.784753251734257873e+01
3.166732580346932480e+01,8.042476204334059631e+00,3.784753251734257873e+01
3.168827241072887801e+01,7.959543872848035662e+00,3.784753251734257873e+01
3.170900183011781337e+01,7.876556987538336330e+00,3.784753251734257873e+01
3.172951391955895772e+01,7.793516117187921921e+00,3.784753251734257873e+01
3.174980853846473039e+01,7.710421830949702127e+00,3.784753251734257873e+01
3.176988554773804552e+01,7.627274698342720427e+00,3.784753251734257873e+01
3.178974480977329975e+01,7.544075289248199034e+00,3.784753251734257873e+01
3.180938618845731725e+01,7.460824173905623802e+00,3.784753251734257873e+01
3.182880954917025917e+01,7.377521922908931273e+00,3.784753251734257873e+01
3.184801475878657229e+01,7.294169107202448821e+00,3.784753251734257873e+01
3.186700168567586999e+01,7.210766298077126990e+00,3.784753251734257873e+01
3.188577019970388093e+01,7.127314067166508949e+00,3.784753251734257873e+01
3.190432017223329453e+01,7.043812986442894442e+00,3.784753251734257873e+01
3.192265147612465270e+01,6.960263628213398945e+00,3.784753251734257873e+01
3.194076398573724873e+01,6.876666565115996832e+00,3.784753251734257873e+01
3.195865757692995501e+01,6.793022370115624042e+00,3.784753251734257873e+01
3.197633212706209704e+01,6.709331616500256779e+00,3.784753251734257873e+01
3.199378751499428475e+01,6.625594877876977762e+00,3.784753251734257873e+01
3.201102362108922250e+01,6.541812728168044266e+00,3.784753251734257873e+01
3.202804032721257244e+01,6.457985741606957930e+00,3.784753251734257873e+01
3.204483751673372893e+01,6.374114492734528348e+00,3.784753251734257873e+01
3.206141507452662864e+01,6.290199556394901137e+00,3.784753251734257873e+01
3.207777288697053564e+01,6.206241507731683704e+00,3.784753251734257873e+01
3.209391084195084431e+01,6.122240922183941336e+00,3.784753251734257873e+01
3.210982882885981127e+01,6.038198375482309643e+00,3.784753251734257873e+01
3.212552673859732977e+01,5.954114443644992427e+00,3.784753251734257873e+01
3.214100446357167584e+01,5.869989702973872348e+00,3.784753251734257873e+01
3.215626189770026855e+01,5.785824730050475040e+00,3.784753251734257873e+01
3.217129893641034499e+01,5.701620101732156165e+00,3.784753251734257873e+01
3.218611547663973482e+01,5.617376395147983814e+00,3.784753251734257873e+01
3.220071141683752103e+01,5.533094187694915789e+00,3.784753251734257873e+01
3.221508665696477181e+01,5.448774057033765494e+00,3.784753251734257873e+01
3.222924109849518715e+01,5.364416581085269087e+00,3.784753251734257873e+01
3.224317464441580938e+01,5.280022338026148176e+00,3.784753251734257873e+01
3.225688719922768399e+01,5.195591906285065953e+00,3.784753251734257873e+01
3.227037866894648488e+01,5.111125864538778707e+00,3.784753251734257873e+01
3.228364896110319648e+01,5.026624791708075968e+00,3.784753251734257873e+01
3.229669798474471776e+01,4.942089266953823667e+00,3.784753251734257873e+01
3.230952565043450164e+01,4.857519869673069479e+00,3.784753251734257873e+01
3.232213187025315904e+01,4.772917179495022033e+00,3.784753251734257873e+01
3.233451655779907696e+01,4.688281776277019475e+00,3.784753251734257873e+01
3.234667962818898701e+01,4.603614240100637467e+00,3.784753251734257873e+01
3.235862099805856928e+01,4.518915151267719033e+00,3.784753251734257873e+01
